,adj_avg_xg1_home,adj_avg_xg2_home,xwin1_home,xdraw_home,xwin2_home,shots1_home,shots2_home,shotsot1_home,shotsot2_home,corners1_home,corners2_home,xpts1_home,xpts2_home,xgshot1_home,convrate1_home,adj_avg_xg1_away,adj_avg_xg2_away,xwin1_away,xdraw_away,xwin2_away,shots1_away,shots2_away,shotsot1_away,shotsot2_away,corners1_away,corners2_away,xpts1_away,xpts2_away,A,H,score1_similar,score2_similar,spi_diff,avg_xg_diff,avg_xg_diff_home,avg_xg_diff_away,score1,score2,upper_home_outlier,lower_home_outlier,upper_away_outlier,lower_away_outlier
50,0.8773008724209801,1.7120872073431903,0.2511184000496039,0.23269652897234794,0.5161636134184617,9.03185057751068,16.389214206412365,3.1554765189472254,6.472186688311775,3.6002082135962787,8.037416080860936,0.9860517291211596,1.7811873692277331,0.1072151531514594,0.09135430517125842,0.9822202323358606,1.4665368611005691,0.26023457501988656,0.22139804524197096,0.5175711733490753,11.140877594682436,13.254319686294794,3.8263577036997303,4.724387939858397,4.317312495842649,5.842371488450228,1.0021017703016306,1.7741115652891968,0.3,0.43,1.34,1.13,-7.599999999999994,2.424932223904829,-0.7438444627046408,-0.5089160013745958,0.0,1.0,1,0,0,0
52,1.3321292103961886,1.5283848828548945,0.3623793788972513,0.266211866071145,0.3713400294247857,11.208679933651354,12.403966257146976,4.113571231662608,4.5565355905542315,5.344127493039892,4.907197946722488,1.3533500027628989,1.3802319543455028,0.1220000825193313,0.16410951177026886,0.944216817698692,1.1916161954898588,0.3156938172613608,0.3508019144251276,0.33342642281395196,8.634964685685082,11.053080592212286,3.156433821099832,4.648922779268741,3.2470882929719282,5.770375109993116,1.29788336620921,1.351081182866984,0.16,0.57,1.79,1.01,1.9899999999999949,2.3356098038264124,-0.08993852100027766,-0.33312933082401996,2.0,1.0,0,0,1,0
56,1.8214268199713939,1.1177540391676308,0.5023097677002987,0.2554384607264392,0.24221045320030316,12.520520998084367,10.922395170161133,5.454090647704722,4.538916351699124,5.400837808511002,4.13483060090114,1.7623677638273354,0.9820698203273488,0.13197099078708704,0.20452156401751664,2.580290011037654,0.9076457267656932,0.7019578889887179,0.15431028113780354,0.14244029054173762,19.039373216992445,8.719633181963612,7.610010168849693,2.7914523058135154,6.688557903026418,3.7518690440073734,2.260183948103957,0.5816311527630165,0.35,0.43,1.44,1.44,-7.609999999999999,2.5488145209999153,0.5771218504448683,1.5255257659067456,2.0,1.0,0,0,1,0
75,0.9320837700391704,1.2111452944426109,0.3080186188389973,0.3443104526896275,0.3475985655215158,8.447877254554408,10.978309896483076,3.145326726613701,4.673849919929083,3.2295445610783964,5.786678907546246,1.268366309206619,1.3871061492541752,0.10168427445177447,0.14412128977720778,0.8272912467123711,1.8952537235404363,0.217714501697687,0.2219006363169521,0.5601345891885409,9.52598628594908,14.805401861791447,3.0119485355438766,6.5209235633895375,3.6718544249749088,6.568446822454676,0.8750441414100131,1.9023044038825747,0.08,0.68,2.08,0.81,21.090000000000003,2.581311687113191,-0.3478175360522259,-0.9702992116161478,3.0,1.0,1,0,0,0
76,2.493219617687505,0.9384432103740769,0.701979915153797,0.15805075783134434,0.13877547805356616,18.353155684157926,8.740917027816987,7.260044554147194,2.883198336993919,6.256715110844432,3.9225342927007403,2.263990503292736,0.5743771919920427,0.14480553993531745,0.14910328755277394,1.1916409272728223,1.4237686951960256,0.29437312172038965,0.26743816784897995,0.4381547343674277,13.245294682137205,11.334218241661524,4.149777383719317,4.240118790815304,5.921382772282962,4.8041999500998935,1.1505575330101492,1.5819023709512632,0.07,0.74,2.46,0.88,22.89999999999999,3.5834068008949576,1.463236141041027,-0.16704680667547178,2.0,1.0,1,0,0,0
82,1.114889155953526,1.4695116508145745,0.2842743146974048,0.2750666938273879,0.440630252252988,9.501260928291547,13.971768686502086,2.967837530599008,5.001189288402609,3.713231614069155,5.746082112725515,1.1278896379196022,1.5969574505863515,0.10523261155583988,0.13633317221431754,1.0430409031170904,1.9077088105712727,0.25819128557256543,0.22163653906658032,0.5201409541143712,10.114430720792186,18.52285283698244,3.0513449274815603,6.581847991159003,3.639033081614552,6.490432530520729,0.9962103957842766,1.7820594014096944,0.13,0.64,1.56,0.71,11.68,2.8721849520463376,-0.5384389560698318,-0.8272014858097676,2.0,0.0,0,0,1,0
103,1.2261449601973635,1.1215542857250698,0.4039421532536061,0.2665502204062159,0.3295002335556053,12.488463501847011,9.481158954527496,4.748213250279068,3.571034469831953,5.162005061338281,3.725676468967001,1.4783766801670342,1.2550509210730318,0.09411835860570256,0.1137745247151394,2.6330947414537857,0.8132376485849032,0.7259166398447633,0.15366171476567836,0.1182576470514439,16.916507971144846,8.46423149119736,6.245877152308616,3.1206847212976365,6.278495718565727,2.742509734098602,2.3314116342999682,0.50843465592001,0.5,0.31,1.26,1.81,-26.760000000000005,1.8780951855744963,0.13646092199840565,1.9233752442402667,0.0,4.0,0,0,1,1
109,1.2081313706185626,1.3125353480314614,0.3404519242578605,0.2863170078229149,0.37319656098147,12.057989439330775,11.596652826404016,4.1266412535002654,4.235381946018921,5.5419588555960075,4.231507917683678,1.3076727805964965,1.4059066907673246,0.09527320820486443,0.08769345071925372,0.8781516318467542,1.6605856691198226,0.2598434235288951,0.2432296176388441,0.4969069387282729,9.5656650608268,16.229152305021824,3.346041197369681,6.507546766960777,3.7609787444437233,7.833928845638591,1.022759888225529,1.733950433823663,0.16,0.61,1.48,0.74,12.269999999999996,2.8948557749824664,0.0421311760880998,-0.6641995716574487,2.0,2.0,0,0,1,0
113,2.180057095895442,1.1274033992235837,0.5089906275920534,0.22249548035052355,0.2682920993511313,15.265739487896967,10.242396269239514,5.12992818041962,3.6664409180725466,5.174324644918854,4.381826596491598,1.7494673631266833,1.0273717784039174,0.12228526626907205,0.15843750399215226,1.0956372311446545,1.6384169386274514,0.2409229833884932,0.23894543429022075,0.5196983080262232,9.55282530486952,18.58623484211903,3.1685763175116404,5.813090240555577,4.145090274133742,7.462710079922933,0.9617143844557,1.7980403583688902,0.05,0.78,2.56,0.78,25.92,3.8320663945200875,0.9859390221665232,-0.6498878697042114,2.0,1.0,0,0,1,0
115,1.9991471209941092,1.0357580524390266,0.5386147845598764,0.2223821187463665,0.238612951256379,13.269224292702315,10.332245074356956,5.970538927119964,3.4142681285626617,5.165141260453563,5.714784858552263,1.838226472425996,0.9382209725155032,0.13518015859115595,0.23730879210471856,1.2290034929988332,1.457348795923129,0.3830756892137439,0.25008219800917386,0.3668332891178558,12.633461788794609,12.013750256343238,4.062913933105081,5.1014541203622885,4.840135214860168,4.90719296840166,1.3993092656504056,1.3505820653627414,0.04,0.77,2.46,0.72,30.53000000000001,2.7296739427669277,0.5053133801006611,0.05063126419374431,4.0,0.0,1,0,0,0
140,1.7965729435566795,1.0149835932594378,0.5850090559554059,0.1924414038593421,0.2224706800822354,17.6872585855602,9.995586823050985,5.8216527296785925,4.111368393678653,7.835626645058747,4.072575555562821,1.9474685717255602,0.8598534441060482,0.11008919305099353,0.10214352168639924,1.0127178972165178,1.7836901569024433,0.3072617663372662,0.22183191081298093,0.4701825443068207,12.303739896420428,14.30058912891282,3.6494071814788067,5.534652545465098,5.043147080537254,5.323486437715018,1.1436172098247797,1.6323795437334434,0.07,0.73,2.07,0.71,34.52,3.4991791868632487,0.9011093189404331,-0.4782247032632667,3.0,0.0,1,0,0,0
